ORSId	ID	Source	Period/Epoch	Area/Site	Material	SWRadical	SWRadicalNumber
ORS00421	T00298	A-33225	商	河南安阳	甲骨	012	艿
ORS00422	G00184	A-33225	商	河南安阳	甲骨	012	艿
ORS00423	T00261	F-00108	商	河南安阳	甲骨	012	芑
ORS00424	T00285	A-29237	商	河南安阳	甲骨	012	地名
ORS00425	G00168	A-10571	商	河南安阳	甲骨	012	芟
ORS00426	T00281	A-10571	商	河南安阳	甲骨	012	芟
ORS00427	T00257	A-00105	商	河南安阳	甲骨	012	芻
ORS00428	G00178	A-00098-0	商	河南安阳	甲骨	012	芻
ORS00429	T00256	A-00099	商	河南安阳	甲骨	012	芻
ORS00430	G00176	A-00121	商	河南安阳	甲骨	012	芻
ORS00431	G00179	A-00126	商	河南安阳	甲骨	012	芻
ORS00432	G00177	A-11407	商	河南安阳	甲骨	012	芻
ORS00433	T00255	A-11418	商	河南安阳	甲骨	012	芻
ORS00434	G00165	A-20625	商	河南安阳	甲骨	012	苞
ORS00435	G00169	A-00044	商	河南安阳	甲骨	012	若
ORS00436	G00170	A-02091-0	商	河南安阳	甲骨	012	若
ORS00437	G00171	A-14262	商	河南安阳	甲骨	012	若
ORS00438	G00175	A-17523-0	商	河南安阳	甲骨	012	若
ORS00439	T00243	A-21128	商	河南安阳	甲骨	012	若
ORS00440	G00172	A-21129	商	河南安阳	甲骨	012	若
ORS00441	G00173	A-22411	商	河南安阳	甲骨	012	若
ORS00442	T00248	A-27816	商	河南安阳	甲骨	012	若
ORS00443	T00249	A-30388	商	河南安阳	甲骨	012	若
ORS00444	T00245	A-30669	商	河南安阳	甲骨	012	若
ORS00445	T00247	A-31081	商	河南安阳	甲骨	012	若
ORS00446	T00246	A-31228	商	河南安阳	甲骨	012	若
ORS00447	T00244	A-32035	商	河南安阳	甲骨	012	若
ORS00448	T00250	A-34687	商	河南安阳	甲骨	012	若
ORS00449	G00174	A-35913	商	河南安阳	甲骨	012	若
ORS00450	T00252	E-H11-114	商	河南安阳	甲骨	012	若
ORS00451	T00251	E-H11-115	商	河南安阳	甲骨	012	若
ORS00452	T00253	A-36965	商	河南安阳	甲骨	012	苴
ORS00453	T00254	A-41756	商	河南安阳	甲骨	012	苴
ORS00454	G00157	A-08184	商	河南安阳	甲骨	012	萑
ORS00455	G00158	A-08785	商	河南安阳	甲骨	012	萑
ORS00456	G00159	A-18432	商	河南安阳	甲骨	012	萑
ORS00457	G00160	A-28348	商	河南安阳	甲骨	012	萑
ORS00458	T00239	A-28348	商	河南安阳	甲骨	012	萑
ORS00459	G00162	A-40747	商	河南安阳	甲骨	012	萑
ORS00460	G00188	A-08069	商	河南安阳	甲骨	012	蒿
ORS00461	G00189	A-29375	商	河南安阳	甲骨	012	蒿
ORS00462	T00258	A-29375	商	河南安阳	甲骨	012	蒿
ORS00463	G00190	A-36534	商	河南安阳	甲骨	012	蒿
ORS00464	G00191	A-38152	商	河南安阳	甲骨	012	蒿
ORS00465	T00259	A-38152	商	河南安阳	甲骨	012	蒿
ORS00466	T00293	A-36534	商	河南安阳	甲骨	014	蒿
ORS00467	T00260	E-H11-20	商	陝西周原	甲骨	012	蒿
ORS00468	G00161	A-28348	商	河南安阳	甲骨	012	雈
ORS00469	T00270	A-33201	商	河南安阳	甲骨	012	鬱
ORS00470	T00284	A-08182	商	河南安阳	甲骨	012	鬱
ORS00471	T00282	A-20624	商	河南安阳	甲骨	012	鬱
ORS00472	T00283	A-20625	商	河南安阳	甲骨	012	鬱
ORS00473	G02828	A-30851	商	河南安阳	甲骨	012	旾
ORS00474	G00206	A-09493	商	河南安阳	甲骨	013	蓐
ORS00475	G00202	A-09497	商	河南安阳	甲骨	013	蓐
ORS00476	T00286	A-09497	商	河南安阳	甲骨	013	蓐
ORS00477	G00204	A-09498-1	商	河南安阳	甲骨	013	蓐
ORS00478	T00288	A-09498-1	商	河南安阳	甲骨	013	蓐
ORS00479	G00203	A-10474	商	河南安阳	甲骨	013	蓐
ORS00480	T00287	A-10474	商	河南安阳	甲骨	013	蓐
ORS00481	G00201	F-02061	商	河南安阳	甲骨	013	蓐
ORS00482	T00290	A-33130	商	河南安阳	甲骨	014	朝
ORS00483	G00226	A-29371	商	河南安阳	甲骨	014	艸/害
ORS00484	T00291	A-37439	商	河南安阳	甲骨	014	艸+害
ORS00485	T00292	F-04462	商	河南安阳	甲骨	012	艸+害
ORS00486	G00919	A-36965	商	河南安阳	甲骨	012	艹/?
ORS00487	G00920	A-36966	商	河南安阳	甲骨	012	艹/?
ORS00488	T00296	E-H11-92	商	河南安阳	甲骨	014	莫
ORS00489	T00300	A-33545	商	河南安阳	甲骨	014	莫+隹
ORS00490	G00224	A-18409	商	河南安阳	甲骨	014	莽
ORS00491	G00222	A-18430	商	河南安阳	甲骨	014	莽
ORS00492	G00223	A-21437	商	河南安阳	甲骨	014	莽
ORS00493	T00289	A-18432	商	河南安阳	甲骨	014	萑
ORS00494	G00232	A-00437	商	河南安阳	甲骨	015	小
ORS00495	G00227	A-00651	商	河南安阳	甲骨	015	小
ORS00496	G00228	A-03271-0	商	河南安阳	甲骨	015	小
ORS00497	G00229	A-03701-0	商	河南安阳	甲骨	015	小
ORS00498	G00230	A-12712	商	河南安阳	甲骨	015	小
ORS00499	G00231	A-29644	商	河南安阳	甲骨	015	小
ORS00500	T00301	A-30506	商	河南安阳	甲骨	015	小
ORS00501	T00302	E-H11-143	商	河南安阳	甲骨	015	小
ORS00502	G00233	A-20912	商	河南安阳	甲骨	015	少
ORS00503	G00234	A-20948	商	河南安阳	甲骨	015	少
ORS00504	G00235	A-20960	商	河南安阳	甲骨	015	少
ORS00505	T00303	A-20960	商	河南安阳	甲骨	015	少
ORS00506	G00236	A-01511-1	商	河南安阳	甲骨	016	八
ORS00507	G00237	A-05280	商	河南安阳	甲骨	016	八
ORS00508	T00304	A-05932	商	河南安阳	甲骨	016	八
ORS00509	G00238	A-11595	商	河南安阳	甲骨	016	八
ORS00510	G00239	A-12608	商	河南安阳	甲骨	016	八
ORS00511	G00240	A-13073	商	河南安阳	甲骨	016	八
ORS00512	G00268	A-10863-0	商	河南安阳	甲骨	016	o
ORS00513	G00269	A-07653	商	河南安阳	甲骨	016	o
ORS00514	G00251	A-00816-0	商	河南安阳	甲骨	016	介
ORS00515	T00306	A-02096	商	河南安阳	甲骨	016	介
ORS00516	T00308	A-02340	商	河南安阳	甲骨	016	介
ORS00517	G00249	A-02348	商	河南安阳	甲骨	016	介
ORS00518	G00252	A-06002-0	商	河南安阳	甲骨	016	介
ORS00519	G00253	A-08784	商	河南安阳	甲骨	016	介
ORS00520	T00309	A-17706	商	河南安阳	甲骨	016	介
ORS00521	G00250	A-19028	商	河南安阳	甲骨	016	介
ORS00522	T00307	A-19028	商	河南安阳	甲骨	016	介
ORS00523	G00265	A-02804	商	河南安阳	甲骨	016	余
ORS00524	G00258	A-03301	商	河南安阳	甲骨	016	余
ORS00525	G00263	A-03458-0	商	河南安阳	甲骨	016	余
ORS00526	G00259	A-06530-0	商	河南安阳	甲骨	016	余
ORS00527	G00266	A-20233	商	河南安阳	甲骨	016	余
ORS00528	G00264	A-03458-0	商	河南安阳	甲骨	016	余
ORS00529	G00257	A-20315	商	河南安阳	甲骨	016	余
ORS00530	T00315	A-20324	商	河南安阳	甲骨	016	余
ORS00531	G00267	A-22099	商	河南安阳	甲骨	016	余
ORS00532	G00260	A-22329	商	河南安阳	甲骨	016	余
ORS00533	T00316	A-28128	商	河南安阳	甲骨	016	余
ORS00534	G00261	A-36522	商	河南安阳	甲骨	016	余
ORS00535	T00314	A-36535	商	河南安阳	甲骨	016	余
ORS00536	G00262	A-36965	商	河南安阳	甲骨	016	余
ORS00537	T00310	A-00593	商	河南安阳	甲骨	016	兆
ORS00538	T00318	A-08296	商	河南安阳	甲骨	016	八+矢
ORS00539	T00319	A-13517	商	河南安阳	甲骨	016	八+矢
ORS00540	T00317	A-18831	商	河南安阳	甲骨	016	八+矢
ORS00541	T00321	A-10350	商	河南安阳	甲骨	016	八+虎
ORS00542	T00320	A-26804	商	河南安阳	甲骨	016	八+虎
ORS00543	T00323	A-17533-0	商	河南安阳	甲骨	016	八+隹
ORS00544	T00322	A-18830	商	河南安阳	甲骨	016	八+隹
ORS00545	T00328	A-00721-1	商	河南安阳	甲骨	016	八+魚
ORS00546	T00327	A-26771	商	河南安阳	甲骨	016	八+魚
ORS00547	T00326	A-26787	商	河南安阳	甲骨	016	八+魚
ORS00548	T00324	A-00138	商	河南安阳	甲骨	016	無對應今字
ORS00549	G03943	A-00138	商	河南安阳	甲骨	016	殘圖，不收
ORS00550	T00325	A-00139-0	商	河南安阳	甲骨	016	八+龜
ORS00551	G00254	A-27497	商	河南安阳	甲骨	016	公
ORS00552	T00311	A-27651	商	河南安阳	甲骨	016	公
ORS00553	G00256	A-33693	商	河南安阳	甲骨	016	公
ORS00554	T00313	A-33693	商	河南安阳	甲骨	016	公
ORS00555	T00312	A-36540	商	河南安阳	甲骨	016	公
ORS00556	G00255	A-36543	商	河南安阳	甲骨	016	公
ORS00557	G00242	A-09728	商	河南安阳	甲骨	016	分
ORS00558	G00241	A-11398	商	河南安阳	甲骨	016	分
ORS00559	T00305	A-11398	商	河南安阳	甲骨	016	分
ORS00560	G00248	E-H11:2	周	陕西岐山	甲骨	016	尚
ORS00561	G00247	E-H11:23	周	陕西岐山	甲骨	016	尚
ORS00562	G00243	A-01012	商	河南安阳	甲骨	016	曾
ORS00563	G00244	A-08463	商	河南安阳	甲骨	016	曾
ORS00564	G00246	A-16060	商	河南安阳	甲骨	016	曾
ORS00565	G00245	A-32164	商	河南安阳	甲骨	016	曾
ORS00566	G03474	A-08554	商	河南安阳	甲骨	016	未識字
ORS00567	G03475	A-13712-0	商	河南安阳	甲骨	016	未識字
ORS00568	G03567	A-18791	商	河南安阳	甲骨	016	八/o
ORS00569	G03568	A-18795	商	河南安阳	甲骨	016	八/o
ORS00570	G00270	A-04209	商	河南安阳	甲骨	017	釆
ORS00571	T00329	A-04212	商	河南安阳	甲骨	017	釆
ORS00572	G00274	A-10061	商	河南安阳	甲骨	017	釆
ORS00573	T00331	A-10061	商	河南安阳	甲骨	017	釆
ORS00574	G00271	A-32292	商	河南安阳	甲骨	017	釆
ORS00575	G00272	A-33034	商	河南安阳	甲骨	017	釆
ORS00576	G00273	A-33037	商	河南安阳	甲骨	017	釆
ORS00577	T00330	F-02240	商	河南安阳	甲骨	017	釆
ORS00578	G00276	A-00238	商	河南安阳	甲骨	019	牛
ORS00579	G00275	A-00097-0	商	河南安阳	甲骨	019	牛
ORS00580	G00277	A-14825	商	河南安阳	甲骨	019	牛
ORS00581	G00278	A-19909	商	河南安阳	甲骨	019	牛
ORS00582	T00332	A-32013	商	河南安阳	甲骨	019	牛
ORS00583	T00333	A-33144	商	河南安阳	甲骨	019	牛
ORS00584	T00334	A-34246	商	河南安阳	甲骨	019	牛
ORS00585	T00335	E-H11-125	商	陕西	甲骨	019	牛
ORS00586	T00342	A-02385	商	河南安阳	甲骨	019	牝
ORS00587	T00341	A-11149	商	河南安阳	甲骨	019	牝
ORS00588	T00340	A-19897	商	河南安阳	甲骨	019	牝
ORS00589	G00283	A-19987	商	河南安阳	甲骨	019	牝
ORS00590	G00289	A-20671	商	河南安阳	甲骨	019	牝
ORS00591	G00284	A-21269	商	河南安阳	甲骨	019	牝
ORS00592	G00291	A-23364	商	河南安阳	甲骨	019	牝
ORS00593	G00285	A-24533	商	河南安阳	甲骨	019	牝
ORS00594	G00286	A-24541	商	河南安阳	甲骨	019	牝
ORS00595	G00287	A-25158	商	河南安阳	甲骨	019	牝
ORS00596	T00345	A-27583	商	河南安阳	甲骨	019	牝
ORS00597	G00292	A-32449	商	河南安阳	甲骨	019	牝
ORS00598	T00343	A-32449	商	河南安阳	甲骨	019	牝
ORS00599	G00290	A-34079	商	河南安阳	甲骨	019	牝
ORS00600	T00344	A-34079	商	河南安阳	甲骨	019	牝
ORS00601	G00288	A-34574	商	河南安阳	甲骨	019	牝
ORS00602	G00282	A-08233	商	河南安阳	甲骨	372	牡
ORS00603	T00338	A-20670	商	河南安阳	甲骨	019	牡
ORS00604	G00279	A-23151	商	河南安阳	甲骨	019	牡
ORS00605	T00336	A-23151	商	河南安阳	甲骨	019	牡
ORS00606	T00337	A-27611	商	河南安阳	甲骨	019	牡
ORS00607	T00339	A-34079	商	河南安阳	甲骨	019	牡
ORS00608	G00280	A-34081	商	河南安阳	甲骨	019	牡
ORS00609	G00281	A-23364	商	河南安阳	甲骨	019	牡
ORS00610	T00356	A-22274	商	河南安阳	甲骨	019	牢
ORS00611	T00352	A-26995-0	商	河南安阳	甲骨	019	牢
ORS00612	T00351	A-33314	商	河南安阳	甲骨	019	牢
ORS00613	T00350	A-33933	商	河南安阳	甲骨	019	牢
ORS00614	T00353	A-37138	商	河南安阳	甲骨	019	牢
ORS00615	T00357	E-H11-133	商	河南安阳	甲骨	019	牢
ORS00616	G00293	A-00321	商	河南安阳	甲骨	019	牢
ORS00617	G00295	A-29572	商	河南安阳	甲骨	019	牢
ORS00618	G00296	A-29637	商	河南安阳	甲骨	019	牢
ORS00619	G00298	A-20700	商	河南安阳	甲骨	019	牢
ORS00620	G00299	A-22062-0	商	河南安阳	甲骨	019	牢
ORS00621	G00300	A-22078	商	河南安阳	甲骨	019	牢
ORS00622	G00301	A-32057	商	河南安阳	甲骨	019	牢
ORS00623	G00302	A-22366	商	河南安阳	甲骨	019	牢
ORS00624	G00303	A-21921	商	河南安阳	甲骨	019	牢
ORS00625	G00304	A-23189	商	河南安阳	甲骨	019	犁
ORS00626	G00305	A-24580	商	河南安阳	甲骨	019	犁
ORS00627	G00306	A-08278	商	河南安阳	甲骨	019	犁
ORS00628	G00307	A-35818	商	河南安阳	甲骨	019	犁
ORS00629	G01815	A-08278	商	河南安阳	甲骨	019	犁
ORS00630	G01816	A-23163	商	河南安阳	甲骨	019	犁
ORS00631	G01817	A-23189	商	河南安阳	甲骨	019	犁
ORS00632	T00358	A-23218	商	河南安阳	甲骨	019	犁
ORS00633	T00359	A-27013	商	河南安阳	甲骨	019	犁
ORS00634	T00360	A-29495	商	河南安阳	甲骨	019	犁
ORS00635	G00318	A-28082	商	河南安阳	甲骨	019	罒束刂
ORS00636	G00310	A-36813	商	河南安阳	甲骨	019	罒牛刀
ORS00637	G00311	A-36815	商	河南安阳	甲骨	019	犅
ORS00638	G00309	A-36809	商	河南安阳	甲骨	019	犅
ORS00639	T00348	A-36476	商	河南安阳	甲骨	019	犅
ORS00640	T00349	A-36813	商	河南安阳	甲骨	019	犅
ORS00641	T00347	A-36814	商	河南安阳	甲骨	019	犅
ORS00642	T00346	A-35346	商	河南安阳	甲骨	019	犅
ORS00643	G01790	A-36809	商	河南安阳	甲骨	019	犅
ORS00644	G01791	A-36815	商	河南安阳	甲骨	019	犅
ORS00645	G00294	A-02282	商	河南安阳	甲骨	019	牢
ORS00646	G00297	A-11284	商	河南安阳	甲骨	019	牢
ORS00647	T00355	A-22054	商	河南安阳	甲骨	019	牢
ORS00648	G00308	A-35818	商	河南安阳	甲骨	019	物
ORS00649	T02153	A-06057-0	商	河南安阳	甲骨	019	侵
ORS00650	T02154	A-06057-0	商	河南安阳	甲骨	019	侵
ORS00651	T00365	A-07412	商	河南安阳	甲骨	021	告
ORS00652	G00319	A-00137-1	商	河南安阳	甲骨	021	告
ORS00653	G00320	A-00137-0	商	河南安阳	甲骨	021	告
ORS00654	G00321	A-00096	商	河南安阳	甲骨	021	告
ORS00655	G00322	A-00235-0	商	河南安阳	甲骨	021	告
ORS00656	G00323	A-06000-0	商	河南安阳	甲骨	021	告
ORS00657	T00363	A-00651	商	河南安阳	甲骨	021	告
ORS00658	T00364	A-04021-0	商	河南安阳	甲骨	021	告
ORS00659	T00361	A-00083-0	商	河南安阳	甲骨	021	告
ORS00660	T00362	A-00488-0	商	河南安阳	甲骨	021	告
ORS00661	G00327	A-20407	商	河南安阳	甲骨	022	口
ORS00662	G00325	A-21878	商	河南安阳	甲骨	022	口
ORS00663	G00324	A-31447	商	河南安阳	甲骨	022	口
ORS00664	G00326	A-31486	商	河南安阳	甲骨	022	口
ORS00665	T00454	A-31486	商	河南安阳	甲骨	022	口
ORS00666	T00455	A-31579	商	河南安阳	甲骨	022	口
ORS00667	G00405	A-01711-1	商	河南安阳	甲骨	022	?
ORS00668	G00402	A-03086	商	河南安阳	甲骨	022	?
ORS00669	G00403	A-17340	商	河南安阳	甲骨	022	??
ORS00670	G00404	A-21968	商	河南安阳	甲骨	022	?
ORS00671	G00406	A-28409	商	河南安阳	甲骨	022	?
ORS00672	T00382	A-00005	商	河南安阳	甲骨	022	令
ORS00673	T00381	A-00007	商	河南安阳	甲骨	022	令
ORS00674	T00473	A-02102	商	河南安阳	甲骨	022	
ORS00675	T00474	A-00267-1	商	河南安阳	甲骨	022	
ORS00676	T00475	A-35770	商	河南安阳	甲骨	022	
ORS00677	T00452	A-09338	商	河南安阳	甲骨	022	午+口
ORS00678	T00478	A-37621	商	河南安阳	甲骨	022	叀+口
ORS00679	T00479	A-37683	商	河南安阳	甲骨	022	叀+口
ORS00680	T00483	A-17108	商	河南安阳	甲骨	022	口+丮
ORS00681	G00717	A-20036	商	河南安阳	甲骨	022	口丮
ORS00682	T00484	A-03426	商	河南安阳	甲骨	022	口+丮
ORS00683	T00485	A-09363	商	河南安阳	甲骨	022	口+丮
ORS00684	T00486	A-21022	商	河南安阳	甲骨	022	口+幸
ORS00685	T00487	A-05935	商	河南安阳	甲骨	022	口+幸
ORS00686	T00488	A-05936	商	河南安阳	甲骨	022	口+幸
ORS00687	T00489	A-00807	商	河南安阳	甲骨	022	口+幸
ORS00688	T00462	A-14627	商	河南安阳	甲骨	022	口+方
ORS00689	T00468	A-02644	商	河南安阳	甲骨	022	口+每
ORS00690	G00332	A-01060	商	河南安阳	甲骨	022	叩
ORS00691	G00333	F-01239	商	河南安阳	甲骨	022	叩
ORS00692	T00383	A-02100	商	河南安阳	甲骨	022	召
ORS00693	G00345	A-02100	商	河南安阳	甲骨	022	召
ORS00694	G00346	A-11992	商	河南安阳	甲骨	022	召
ORS00695	G00343	A-31973	商	河南安阳	甲骨	022	召
ORS00696	G00340	A-33014	商	河南安阳	甲骨	022	召
ORS00697	G00355	A-36640	商	河南安阳	甲骨	022	召
ORS00698	G00347	A-36643	商	河南安阳	甲骨	022	召
ORS00699	G00348	A-36646	商	河南安阳	甲骨	022	召
ORS00700	G00349	A-36649	商	河南安阳	甲骨	022	召
ORS00701	G00354	A-36735	商	河南安阳	甲骨	022	召
ORS00702	G00379	A-05264	商	河南安阳	甲骨	022	吉
ORS00703	G00382	A-05275	商	河南安阳	甲骨	022	吉
ORS00704	G00380	A-05281	商	河南安阳	甲骨	022	吉
ORS00705	G00393	A-04886	商	河南安阳	甲骨	022	周
ORS00706	G00388	A-20074	商	河南安阳	甲骨	022	周
ORS00707	G00392	A-32885	商	河南安阳	甲骨	022	周
ORS00708	G00401	A-00145	商	河南安阳	甲骨	022	唐
ORS00709	G00398	A-01292	商	河南安阳	甲骨	022	唐
ORS00710	G00397	A-01302	商	河南安阳	甲骨	022	唐
ORS00711	G00395	A-28114	商	河南安阳	甲骨	022	唐
ORS00712	T00430	A-04799	商	河南安阳	甲骨	022	各
ORS00713	G00410	A-10406-1	商	河南安阳	甲骨	022	各
ORS00714	T00432	A-21021	商	河南安阳	甲骨	022	各
ORS00715	G00412	A-21021	商	河南安阳	甲骨	022	各
ORS00716	T00429	A-27304	商	河南安阳	甲骨	022	各
ORS00717	G00411	A-30925	商	河南安阳	甲骨	022	各
ORS00718	G00409	A-27304	商	河南安阳	甲骨	022	各
ORS00719	G00413	A-21011	商	河南安阳	甲骨	022	各
ORS00720	T00431	A-21022	商	河南安阳	甲骨	022	各
ORS00721	T00384	A-33014	商	河南安阳	甲骨	022	召
ORS00722	G00341	A-33018	商	河南安阳	甲骨	022	召
ORS00723	T00385	A-33021	商	河南安阳	甲骨	022	召
ORS00724	G00342	A-33025-1	商	河南安阳	甲骨	022	召
ORS00725	G00344	A-33029	商	河南安阳	甲骨	022	召
ORS00726	T00386	A-33030	商	河南安阳	甲骨	022	召
ORS00727	T00387	A-36640	商	河南安阳	甲骨	022	召
ORS00728	T00388	A-36643	商	河南安阳	甲骨	022	召
ORS00729	T00389	A-36646	商	河南安阳	甲骨	022	召
ORS00730	G00350	A-36647	商	河南安阳	甲骨	022	召
ORS00731	T00390	A-36649	商	河南安阳	甲骨	022	召
ORS00732	T00391	A-36662	商	河南安阳	甲骨	022	召
ORS00733	G00351	A-36681	商	河南安阳	甲骨	022	召
ORS00734	G00352	A-36689	商	河南安阳	甲骨	022	召
ORS00735	T00392	A-36729	商	河南安阳	甲骨	022	召
ORS00736	T00393	A-36735	商	河南安阳	甲骨	022	召
ORS00737	T00394	A-36736	商	河南安阳	甲骨	022	召
ORS00738	T00395	A-37740	商	河南安阳	甲骨	022	召
ORS00739	G00353	A-41766	商	河南安阳	甲骨	022	召
ORS00740	T00404	A-25045	商	河南安阳	甲骨	022	右
ORS00741	T00410	A-27322	商	河南安阳	甲骨	022	吉
ORS00742	T00413	A-28086	商	河南安阳	甲骨	022	吉
ORS00743	T00412	A-27341	商	河南安阳	甲骨	022	吉
ORS00744	G00378	A-01106-1	商	河南安阳	甲骨	022	吉
ORS00745	G00377	A-02496	商	河南安阳	甲骨	022	吉
ORS00746	T00405	A-03753-1	商	河南安阳	甲骨	022	吉
ORS00747	G00381	A-05258	商	河南安阳	甲骨	022	吉
ORS00748	T00407	A-05275	商	河南安阳	甲骨	022	吉
ORS00749	T00408	A-05281	商	河南安阳	甲骨	022	吉
ORS00750	G00383	A-11561-1	商	河南安阳	甲骨	022	吉
ORS00751	G00384	A-22109	商	河南安阳	甲骨	022	吉
ORS00752	G00385	A-26882	商	河南安阳	甲骨	022	吉
ORS00753	G00375	A-26884	商	河南安阳	甲骨	022	吉
ORS00754	G00372	A-26938	商	河南安阳	甲骨	022	吉
ORS00755	G00373	A-27014	商	河南安阳	甲骨	022	吉
ORS00756	T00409	A-27316	商	河南安阳	甲骨	022	吉
ORS00757	T00411	A-27335	商	河南安阳	甲骨	022	吉
ORS00758	G00376	A-27368	商	河南安阳	甲骨	022	吉
ORS00759	T00414	A-28180	商	河南安阳	甲骨	022	吉
ORS00760	T00406	A-05264	商	河南安阳	甲骨	022	吉
ORS00761	G00374	A-36975	商	河南安阳	甲骨	022	吉
ORS00762	T02928	A-02190-0	商	河南安阳	甲骨	022	名
ORS00763	G00335	A-02190-0	商	河南安阳	甲骨	022	名
ORS00764	T00374	A-02190-0	商	河南安阳	甲骨	022	名
ORS00765	T02926	A-07269-0	商	河南安阳	甲骨	022	名
ORS00766	T00375	A-07269-0	商	河南安阳	甲骨	022	名
ORS00767	T00378	A-19617	商	河南安阳	甲骨	022	名
ORS00768	T02927	F-02245	商	河南安阳	甲骨	022	名
ORS00769	T02924	A-09505	商	河南安阳	甲骨	022	名
ORS00770	T00376	A-09505	商	河南安阳	甲骨	022	名
ORS00771	G00334	A-09505	商	河南安阳	甲骨	022	名
ORS00772	T02925	F-00668	商	河南安阳	甲骨	022	名
ORS00773	G00336	A-09503-0	商	河南安阳	甲骨	022	名
ORS00774	T00377	A-16057	商	河南安阳	甲骨	022	名
ORS00775	G00338	A-24135	商	河南安阳	甲骨	022	君
ORS00776	G00337	A-24133	商	河南安阳	甲骨	022	君
ORS00777	T00379	A-24133	商	河南安阳	甲骨	022	君
ORS00778	T00380	A-24137	商	河南安阳	甲骨	022	君
ORS00779	G00339	A-41067	商	河南安阳	甲骨	022	君
ORS00780	T00428	A-25216	商	河南安阳	甲骨	022	吝
ORS00781	G00408	A-25216	商	河南安阳	甲骨	022	吝
ORS00782	T00399	A-04113	商	河南安阳	甲骨	022	启
ORS00783	G00361	A-06457-0	商	河南安阳	甲骨	022	启
ORS00784	G00362	A-10863-0	商	河南安阳	甲骨	022	启
ORS00785	G00330	A-09359	商	河南安阳	甲骨	022	吹
ORS00786	T00370	A-09359	商	河南安阳	甲骨	022	吹
ORS00787	T00371	A-09361	商	河南安阳	甲骨	022	吹
ORS00788	T00372	A-09362	商	河南安阳	甲骨	022	吹
ORS00789	G00331	A-09362	商	河南安阳	甲骨	022	吹
ORS00790	T00373	A-18011	商	河南安阳	甲骨	022	吹
ORS00791	G00328	G-02674-0	商	河南安阳	甲骨	022	吹
